id_da rua,Id_ponto,metragem,logradouro,numero,numero original,Data inicial,Data_final,fonte,autor_da_alimentação,Data
208,208-280,280.30,rua general couto de magalhaes,54,54,13/12/1908,06/03/1918,"Livros de emplacamento 7-3-1918 - L3, p.65; 13-12-1908 - L4, p.76; 19-5-1928 - L13, p.149; 28-11-1939 - L26, p.348-349""",Luanna,17/10/2018
208,208-474,473.50,rua general couto de magalhaes,484,484,28/11/1939,,"Livros de emplacamento 7-3-1918 - L3, p.65; 13-12-1908 - L4, p.76; 19-5-1928 - L13, p.149; 28-11-1939 - L26, p.348-349""",Luanna,17/10/2018
208,208-474,473.50,rua general couto de magalhaes,74,74,19/05/1928,27/11/1939,"Livros de emplacamento 7-3-1918 - L3, p.65; 13-12-1908 - L4, p.76; 19-5-1928 - L13, p.149; 28-11-1939 - L26, p.348-349""",Luanna,17/10/2018
208,208-474,473.50,rua general couto de magalhaes,92,92,13/12/1908,18/05/1928,"Livros de emplacamento 7-3-1918 - L3, p.65; 13-12-1908 - L4, p.76; 19-5-1928 - L13, p.149; 28-11-1939 - L26, p.348-349""",Luanna,17/10/2018
208,208-474,473.50,rua general couto de magalhaes,86.1,86 a,12/12/1908,12/12/1908,"Livros de emplacamento 7-3-1918 - L3, p.65; 13-12-1908 - L4, p.76; 19-5-1928 - L13, p.149; 28-11-1939 - L26, p.348-349""",Luanna,17/10/2018
245,245-51,51.30,rua iguassu,51,51,19/05/1937,,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
245,245-51,51.30,rua iguassu,13,13,11/12/1911,18/05/1937,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
245,245-51,51.30,rua iguassu,1,1 tinta,10/12/1911,10/12/1911,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
245,245-141,141.80,rua iguassu,141,141,19/05/1937,,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
245,245-141,141.80,rua iguassu,29,29,11/12/1911,18/05/1937,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
245,245-44,44.80,rua iguassu,44,44,19/05/1937,,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
245,245-44,44.80,rua iguassu,6,6,11/12/1911,18/05/1937,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
245,245-82,83.00,rua iguassu,82,82,19/05/1937,,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
245,245-82,83.00,rua iguassu,20,20,11/12/1911,18/05/1937,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
245,245-132,132.40,rua iguassu,132,132,19/05/1937,,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
245,245-132,132.40,rua iguassu,34,34,11/12/1911,18/05/1937,"Livros de emplacamento 11-12-1911 - L5, p.23; 24-5-1917 - L5, p.30; 19-5-1937 - L22, p.117",Luanna,17/10/2018
246,246-78,77.50,rua victor ayrosa,78,78,12/05/1937,,"Livros de emplacamento 22-8-1913 - L10, p.17;12-5-1937 - L22, p.114-115",Luanna,17/10/2018
246,246-78,77.50,rua victor ayrosa,20,20,22/08/1913,11/05/1937,"Livros de emplacamento 22-8-1913 - L10, p.17;12-5-1937 - L22, p.114-115",Luanna,17/10/2018
246,246-33,32.50,rua victor ayrosa,33,33,12/05/1937,,"Livros de emplacamento 22-8-1913 - L10, p.17;12-5-1937 - L22, p.114-115",Luanna,17/10/2018
246,246-33,32.50,rua victor ayrosa,1,1,22/08/1913,11/05/1937,"Livros de emplacamento 22-8-1913 - L10, p.17;12-5-1937 - L22, p.114-115",Luanna,17/10/2018
247,247-33,34.60,rua tapajoz,33,33,31/05/1937,,"Livros de emplacamento 11-12-1911 - L9, p.92; 24-5-1917 - L9, p.137;6-5-1918 - L9, p.142; 31-5-1937 - L22, p.210 a 211""",Luanna,17/10/2018
247,247-33,34.60,rua tapajoz,1,1,11/12/1911,30/05/1937,"Livros de emplacamento 11-12-1911 - L9, p.92; 24-5-1917 - L9, p.137;6-5-1918 - L9, p.142; 31-5-1937 - L22, p.210 a 211""",Luanna,17/10/2018
247,247-75,75.40,rua tapajoz,75,75,31/05/1937,,"Livros de emplacamento 11-12-1911 - L9, p.92; 24-5-1917 - L9, p.137;6-5-1918 - L9, p.142; 31-5-1937 - L22, p.210 a 211""",Luanna,17/10/2018
247,247-75,75.40,rua tapajoz,21,21,24/05/1917,30/05/1937,"Livros de emplacamento 11-12-1911 - L9, p.92; 24-5-1917 - L9, p.137;6-5-1918 - L9, p.142; 31-5-1937 - L22, p.210 a 211""",Luanna,17/10/2018
247,247-52,51.50,rua tapajoz,52,52,31/05/1937,,"Livros de emplacamento 11-12-1911 - L9, p.92; 24-5-1917 - L9, p.137;6-5-1918 - L9, p.142; 31-5-1937 - L22, p.210 a 211""",Luanna,17/10/2018
247,247-52,51.50,rua tapajoz,6,6,11/12/1911,30/05/1937,"Livros de emplacamento 11-12-1911 - L9, p.92; 24-5-1917 - L9, p.137;6-5-1918 - L9, p.142; 31-5-1937 - L22, p.210 a 211""",Luanna,17/10/2018
247,247-74,73.50,rua tapajoz,74,74,31/05/1937,,"Livros de emplacamento 11-12-1911 - L9, p.92; 24-5-1917 - L9, p.137;6-5-1918 - L9, p.142; 31-5-1937 - L22, p.210 a 211""",Luanna,17/10/2018
247,247-74,73.50,rua tapajoz,16,16,11/12/1911,30/05/1937,"Livros de emplacamento 11-12-1911 - L9, p.92; 24-5-1917 - L9, p.137;6-5-1918 - L9, p.142; 31-5-1937 - L22, p.210 a 211""",Luanna,17/10/2018
247,247-74,73.50,rua tapajoz,12,12,10/12/1911,10/12/1911,"Livros de emplacamento 11-12-1911 - L9, p.92; 24-5-1917 - L9, p.137;6-5-1918 - L9, p.142; 31-5-1937 - L22, p.210 a 211""",Luanna,17/10/2018
249,249-24,24.10,rua pedro alvares cabral,24,24,02/06/1936,,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-32,31.40,rua pedro alvares cabral,32,32,02/06/1936,,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-32,31.40,rua pedro alvares cabral,4,4,25/08/1908,01/06/1936,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-78,77.00,rua pedro alvares cabral,78,78,02/06/1936,,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-78,77.00,rua pedro alvares cabral,24,24,25/08/1908,01/06/1936,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-78,77.00,rua pedro alvares cabral,10,10,24/08/1908,24/08/1908,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-134,134.60,rua pedro alvares cabral,134,134,02/06/1936,,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-134,134.60,rua pedro alvares cabral,44,44,25/08/1908,01/06/1936,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-134,134.60,rua pedro alvares cabral,30,30,24/08/1908,24/08/1908,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-37,37.50,rua pedro alvares cabral,37,37,02/06/1936,,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-37,37.50,rua pedro alvares cabral,3,3,25/08/1908,01/06/1936,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-79,78.70,rua pedro alvares cabral,79,79,02/06/1936,,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-79,78.70,rua pedro alvares cabral,21,21,09/12/1911,01/06/1936,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-79,78.70,rua pedro alvares cabral,17,17,25/08/1908,08/18/1911,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-79,78.70,rua pedro alvares cabral,15,15,24/08/1908,24/08/1908,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-133,133.90,rua pedro alvares cabral,133,133,02/06/1936,,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-133,133.90,rua pedro alvares cabral,41,41,09/12/1911,01/06/1936,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-133,133.90,rua pedro alvares cabral,37,37,25/08/1908,08/18/1911,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
249,249-133,133.90,rua pedro alvares cabral,33,33,24/08/1908,24/08/1908,"Livros de emplacamento 25-8-1908 - L7, p.91; 9-12-1911 - L7, p.129; 2-6-1936 - L21, p.141-142",Luanna,17/10/2018
251,251-46,45.80,rua affonso arinos,46,46,22/05/1937,,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-46,45.80,rua affonso arinos,4,4,09/10/1928,21/05/1937,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-46,45.80,rua affonso arinos,49,49,14/06/1917,08/10/1928,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-92,92.00,rua affonso arinos,92,92,22/05/1937,,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-92,92.00,rua affonso arinos,10,10,09/10/1928,21/05/1937,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-92,92.00,rua affonso arinos,47,47,14/06/1917,08/10/1928,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-100,100.80,rua affonso arinos,100,100,22/05/1937,,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-100,100.80,rua affonso arinos,14,14,09/10/1928,21/05/1937,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-100,100.80,rua affonso arinos,43,43,14/06/1917,08/10/1928,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-100,100.80,rua affonso arinos,33,33,04/05/1909,13/06/1917,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-178,177.60,rua affonso arinos,178,178,22/05/1937,,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-178,177.60,rua affonso arinos,40,40,09/10/1928,21/05/1937,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-178,177.60,rua affonso arinos,17,17,08/08/1911,08/10/1928,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-178,177.60,rua affonso arinos,15,15,04/05/1909,13/06/1917,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-178,177.60,rua affonso arinos,17,17 tinta,03/05/1909,03/05/1909,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-214,214.90,rua affonso arinos,214,214,22/05/1937,,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-214,214.90,rua affonso arinos,54,54,09/10/1928,21/05/1937,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-214,214.90,rua affonso arinos,3,3,04/05/1909,08/10/1928,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-31,30.40,rua affonso arinos,31,31,22/05/1937,,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-31,30.40,rua affonso arinos,1,1,09/10/1928,21/05/1937,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-121,121.90,rua affonso arinos,121,121,22/05/1937,,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-121,121.90,rua affonso arinos,19,19,09/10/1928,21/05/1937,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-121,121.90,rua affonso arinos,20,20,08/08/1911,08/10/1928,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-121,121.90,rua affonso arinos,22,22,04/05/1909,13/06/1917,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-211,210.60,rua affonso arinos,211,211,22/05/1937,,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-211,210.60,rua affonso arinos,41,41,09/10/1928,21/05/1937,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-211,210.60,rua affonso arinos,6,6,04/05/1909,08/10/1928,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
251,251-211,210.60,rua affonso arinos,2,2,03/05/1909,03/05/1909,"livros de emplacamento 6-5-1909 - L1, p.13; 8-8-1911 - L1, p.38; 14-6-1917 - L1, p.65; 9-10-1928 - L13, p.28; 22-5-1937 - L22, p.151-152",Luanna,18/10/2018
254,254-37,36.70,rua conselheiro dantas,37,37,14/05/1937,,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-37,36.70,rua conselheiro dantas,1,1,15/03/1929,13/05/1937,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-47,46.80,rua conselheiro dantas,47,47,14/05/1937,,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-47,46.80,rua conselheiro dantas,3,3,07/06/1917,13/05/1937,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-139,138.40,rua conselheiro dantas,139,139,14/05/1937,,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-139,138.40,rua conselheiro dantas,13,13,07/06/1917,13/05/1937,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-347,347.60,rua conselheiro dantas,347,347,14/05/1937,,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-347,347.60,rua conselheiro dantas,31,31,15/03/1929,13/05/1937,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-463,462.80,rua conselheiro dantas,463,463,14/05/1937,,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-463,462.80,rua conselheiro dantas,53,53,13/05/1937,13/05/1937,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-16,16.50,rua conselheiro dantas,16,16,14/05/1937,,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-16,16.50,rua conselheiro dantas,2,2,15/03/1929,13/05/1937,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-114,113.20,rua conselheiro dantas,114,114,14/05/1937,,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-114,113.20,rua conselheiro dantas,16,16,15/03/1929,13/05/1937,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-264,263.80,rua conselheiro dantas,264,264,14/05/1937,,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
254,254-264,263.80,rua conselheiro dantas,28,28,15/03/1929,13/05/1937,"livros de emplacamento 7-6-1917 - L3, p.60; 15-3-1929 - L15, p.14; 14-5-1937 - L22, p.126-127",Luanna,18/10/2018
434,434-32,31.70,rua americo de campos,32,32,04/06/1938,,"livros de emplacamento 19-12-1928 - L13, p.34; 4-6-1938 - L24, p.370""",Luanna,18/10/2018
434,434-32,31.70,rua americo de campos,2,2,19/12/1928,03/04/1938,"livros de emplacamento 19-12-1928 - L13, p.34; 4-6-1938 - L24, p.370""",Luanna,18/10/2018
434,434-118,118.60,rua americo de campos,118,118,04/06/1938,,"livros de emplacamento 19-12-1928 - L13, p.34; 4-6-1938 - L24, p.370""",Luanna,18/10/2018
434,434-118,118.60,rua americo de campos,6,6,19/12/1928,03/04/1938,"livros de emplacamento 19-12-1928 - L13, p.34; 4-6-1938 - L24, p.370""",Luanna,18/10/2018
434,434-140,140.90,rua americo de campos,140,140,04/06/1938,,"livros de emplacamento 19-12-1928 - L13, p.34; 4-6-1938 - L24, p.370""",Luanna,18/10/2018
434,434-140,140.90,rua americo de campos,14,14,19/12/1928,03/04/1938,"livros de emplacamento 19-12-1928 - L13, p.34; 4-6-1938 - L24, p.370""",Luanna,18/10/2018
434,434-140,140.90,rua americo de campos,8,8,18/12/1928,18/12/1928,"livros de emplacamento 19-12-1928 - L13, p.34; 4-6-1938 - L24, p.370""",Luanna,18/10/2018
435,435-5,4.70,rua sao paulo,5,5,15/04/1935,,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-5,4.70,rua sao paulo,1,1,03/02/1912,14/04/1935,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-141,140.50,rua sao paulo,141,141,15/04/1935,,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-141,140.50,rua sao paulo,23,23,03/02/1912,14/04/1935,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-323,323.50,rua sao paulo,323,323,15/04/1935,,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-323,323.50,rua sao paulo,81,81,03/02/1912,14/04/1935,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-10,9.90,rua sao paulo,10,10,15/04/1935,,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-10,9.90,rua sao paulo,2,2,03/02/1912,14/04/1935,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-200,200.90,rua sao paulo,200,200,15/04/1935,,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-200,200.90,rua sao paulo,30,30,03/02/1912,14/04/1935,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-386,385.20,rua sao paulo,386,386,15/04/1935,,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-386,385.20,rua sao paulo,84,84,03/02/1912,14/04/1935,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-444,444.50,rua sao paulo,444,444,15/04/1935,,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
435,435-444,444.50,rua sao paulo,96.1,96 a,14/04/1935,14/04/1935,"livros de emplacamento 3-2-1912 - L8, p.192; 15-4-1935 - L19, p.265 a 266""",Luanna,18/10/2018
436,436-25,25.00,rua barao de iguape,25,25,20/08/1934,,"livros de emplacamento 20-8-1908 - L2, p.5; 1-2-1912 - L2, p.31; 6-12-1924 - L2, p.64;17-8-1934 - L19, p.165 a 170""",Luanna,18/10/2018
436,436-25,25.00,rua barao de iguape,1,1,26/08/1908,19/08/1934,"livros de emplacamento 20-8-1908 - L2, p.5; 1-2-1912 - L2, p.31; 6-12-1924 - L2, p.64;17-8-1934 - L19, p.165 a 170""",Luanna,18/10/2018
436,436-139,139.20,rua barao de iguape,139,139,20/08/1934,,"livros de emplacamento 20-8-1908 - L2, p.5; 1-2-1912 - L2, p.31; 6-12-1924 - L2, p.64;17-8-1934 - L19, p.165 a 170""",Luanna,18/10/2018
436,436-139,139.20,rua barao de iguape,29,29,26/08/1908,19/08/1934,"livros de emplacamento 20-8-1908 - L2, p.5; 1-2-1912 - L2, p.31; 6-12-1924 - L2, p.64;17-8-1934 - L19, p.165 a 170""",Luanna,18/10/2018
436,436-139,139.20,rua barao de iguape,27,27,25/08/1908,25/08/1908,"livros de emplacamento 20-8-1908 - L2, p.5; 1-2-1912 - L2, p.31; 6-12-1924 - L2, p.64;17-8-1934 - L19, p.165 a 170""",Luanna,18/10/2018
436,436-503,502.50,rua barao de iguape,503,503,20/08/1934,,"livros de emplacamento 20-8-1908 - L2, p.5; 1-2-1912 - L2, p.31; 6-12-1924 - L2, p.64;17-8-1934 - L19, p.165 a 170""",Luanna,18/10/2018
436,436-503,502.50,rua barao de iguape,71,71,01/02/1912,19/08/1934,"livros de emplacamento 20-8-1908 - L2, p.5; 1-2-1912 - L2, p.31; 6-12-1924 - L2, p.64;17-8-1934 - L19, p.165 a 170""",Luanna,18/10/2018
436,436-503,502.50,rua barao de iguape,69,69,26/08/1908,31/01/1912,"livros de emplacamento 20-8-1908 - L2, p.5; 1-2-1912 - L2, p.31; 6-12-1924 - L2, p.64;17-8-1934 - L19, p.165 a 170""",Luanna,18/10/2018
436,436-503,502.50,rua barao de iguape,61,61 tinta,25/08/1908,25/08/1908,"livros de emplacamento 20-8-1908 - L2, p.5; 1-2-1912 - L2, p.31; 6-12-1924 - L2, p.64;17-8-1934 - L19, p.165 a 170""",Luanna,18/10/2018
